#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PEG8000_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PEG8000
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:16.02.2024 12:03
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PEG8000
#SAMPLE MASS /mg:8,606
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:100°C/3.0(K/min)/25°C
#SEGMENT:S3/24
#SEG. 3:100°C/3.0(K/min)/25°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 54.01200;24.07987;     -0.10583;3.44914
 54.51200;23.91216;     -0.10600;3.44887
 55.01200;23.74456;     -0.10642;3.44860
 55.51200;23.57712;     -0.10723;3.44832
 56.01200;23.40996;     -0.10784;3.44805
 56.51200;23.24313;     -0.10879;3.44777
 57.01200;23.07663;     -0.10936;3.44748
 57.51200;22.91037;     -0.10990;3.44720
 58.01200;22.74424;     -0.10999;3.44691
 58.51200;22.57811;     -0.11038;3.44662
 59.01200;22.41194;     -0.11074;3.44633
 59.51200;22.24569;     -0.11134;3.44603
 60.01200;22.07936;     -0.11160;3.44573
 60.51200;21.91295;     -0.11206;3.44543
 61.01200;21.74652;     -0.11253;3.44512
 61.51200;21.58010;     -0.11282;3.44481
 62.01200;21.41384;     -0.11362;3.44450
 62.51200;21.24780;     -0.11434;3.44419
 63.01200;21.08193;     -0.11526;3.44387
 63.51200;20.91609;     -0.11531;3.44355
 64.01200;20.75004;     -0.11486;3.44323
 64.51200;20.58357;     -0.11489;3.44290
 65.01200;20.41661;     -0.11492;3.44257
 65.51200;20.24922;     -0.11475;3.44224
 66.01200;20.08159;     -0.11511;3.44191
 66.51200;19.91396;     -0.11541;3.44157
 67.01200;19.74650;     -0.11656;3.44123
 67.51200;19.57930;     -0.11687;3.44089
 68.01200;19.41234;     -0.11754;3.44054
 68.51200;19.24554;     -0.11808;3.44020
 69.01200;19.07880;     -0.11772;3.43984
 69.51200;18.91205;     -0.11809;3.43949
 70.01200;18.74526;     -0.11837;3.43913
 70.51200;18.57844;     -0.11911;3.43877
 71.01200;18.41158;     -0.11929;3.43841
 71.51200;18.24474;     -0.12001;3.43805
 72.01200;18.07792;     -0.12052;3.43768
 72.51200;17.91116;     -0.12050;3.43731
 73.01200;17.74450;     -0.12107;3.43693
 73.51200;17.57793;     -0.12173;3.43656
 74.01200;17.41141;     -0.12233;3.43618
 74.51200;17.24492;     -0.12238;3.43580
 75.01200;17.07838;     -0.12220;3.43541
 75.51200;16.91180;     -0.12313;3.43502
 76.01200;16.74517;     -0.12307;3.43463
 76.51200;16.57852;     -0.12351;3.43424
 77.01200;16.41193;     -0.12422;3.43384
 77.51200;16.24545;     -0.12491;3.43344
 78.01200;16.07911;     -0.12528;3.43304
 78.51200;15.91289;     -0.12577;3.43263
 79.01200;15.74675;     -0.12610;3.43223
 79.51200;15.58061;     -0.12682;3.43182
 80.01200;15.41442;     -0.12748;3.43140
 80.51200;15.24815;     -0.12756;3.43099
 81.01200;15.08180;     -0.12781;3.43057
 81.51200;14.91535;     -0.12812;3.43015
 82.01200;14.74879;     -0.12817;3.42972
 82.51200;14.58210;     -0.12851;3.42929
 83.01200;14.41529;     -0.12879;3.42886
 83.51200;14.24839;     -0.12926;3.42843
 84.01200;14.08151;     -0.12963;3.42799
 84.51200;13.91477;     -0.13018;3.42756
 85.01200;13.74819;     -0.13036;3.42711
 85.51200;13.58175;     -0.13128;3.42667
 86.01200;13.41536;     -0.13140;3.42622
 86.51200;13.24893;     -0.13217;3.42577
 87.01200;13.08244;     -0.13284;3.42532
 87.51200;12.91597;     -0.13337;3.42486
 88.01200;12.74962;     -0.13453;3.42441
 88.51200;12.58344;     -0.13511;3.42394
 89.01200;12.41746;     -0.13592;3.42348
 89.51200;12.25160;     -0.13620;3.42301
 90.01200;12.08581;     -0.13657;3.42254
 90.51200;11.92006;     -0.13660;3.42207
 91.01200;11.75438;     -0.13801;3.42160
 91.51200;11.58886;     -0.13870;3.42112
 92.01200;11.42362;     -0.13947;3.42064
 92.51200;11.25877;     -0.14027;3.42015
 93.01200;11.09449;     -0.14155;3.41967
 93.51200;10.93094;     -0.14328;3.41918
 94.01200;10.76839;     -0.14449;3.41869
 94.51200;10.60711;     -0.14629;3.41819
 95.01200;10.44746;     -0.14876;3.41769
 95.51200;10.28981;     -0.15209;3.41719
 96.01200;10.13457;     -0.15470;3.41669
 96.51200; 9.98210;     -0.15839;3.41619
 97.01200; 9.83257;     -0.16249;3.41568
 97.51200; 9.68562;     -0.16656;3.41516
 98.01200; 9.53957;     -0.16849;3.41465
 98.51200; 9.38993;     -0.16464;3.41413
 99.01200; 9.23283;     -0.14613;3.41361
 99.51200; 9.05336;-9.398414e-02;3.41309
100.01200; 8.83536;-3.212177e-02;3.41257

