#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PEG8000_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PEG8000
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:16.02.2024 12:03
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PEG8000
#SAMPLE MASS /mg:8,606
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:100°C/20.0(K/min)/25°C
#SEGMENT:S23/24
#SEG. 23:100°C/20.0(K/min)/25°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
64.66300;136.19863;     -0.76592;3.44280
65.16300;136.17439;     -0.76836;3.44247
65.66300;136.15018;     -0.77087;3.44214
66.16300;136.12602;     -0.77344;3.44181
66.66300;136.10190;     -0.77701;3.44147
67.16300;136.07781;     -0.77965;3.44113
67.66300;136.05378;     -0.78320;3.44079
68.16300;136.02979;     -0.78630;3.44044
68.66300;136.00585;     -0.78891;3.44009
69.16300;135.98196;     -0.79256;3.43974
69.66300;135.95812;     -0.79597;3.43938
70.16300;135.93433;     -0.79948;3.43903
70.66300;135.91060;     -0.80309;3.43867
71.16300;135.88692;     -0.80667;3.43830
71.66300;135.86330;     -0.81038;3.43794
72.16300;135.83974;     -0.81400;3.43757
72.66300;135.81625;     -0.81832;3.43719
73.16300;135.79282;     -0.82206;3.43682
73.66300;135.76946;     -0.82658;3.43644
74.16300;135.74617;     -0.83017;3.43606
74.66300;135.72296;     -0.83506;3.43568
75.16300;135.69981;     -0.83941;3.43529
75.66300;135.67674;     -0.84377;3.43490
76.16300;135.65373;     -0.84842;3.43451
76.66300;135.63081;     -0.85293;3.43412
77.16300;135.60795;     -0.85779;3.43372
77.66300;135.58518;     -0.86229;3.43332
78.16300;135.56249;     -0.86744;3.43292
78.66300;135.53989;     -0.87235;3.43251
79.16300;135.51737;     -0.87736;3.43210
79.66300;135.49495;     -0.88188;3.43169
80.16300;135.47261;     -0.88698;3.43128
80.66300;135.45037;     -0.89188;3.43086
81.16300;135.42821;     -0.89605;3.43044
81.66300;135.40615;     -0.90065;3.43002
82.16300;135.38417;     -0.90475;3.42959
82.66300;135.36228;     -0.90893;3.42916
83.16300;135.34049;     -0.91321;3.42873
83.66300;135.31878;     -0.91687;3.42830
84.16300;135.29717;     -0.91993;3.42786
84.66300;135.27563;     -0.92282;3.42742
85.16300;135.25418;     -0.92581;3.42698
85.66300;135.23281;     -0.92778;3.42654
86.16300;135.21152;     -0.92946;3.42609
86.66300;135.19030;     -0.93026;3.42564
87.16300;135.16915;     -0.93019;3.42518
87.66300;135.14806;     -0.92956;3.42473
88.16300;135.12701;     -0.92758;3.42427
88.66300;135.10602;     -0.92475;3.42380
89.16300;135.08506;     -0.92029;3.42334
89.66300;135.06412;     -0.91435;3.42287
90.16300;135.04321;     -0.90786;3.42240
90.66300;135.02229;     -0.89900;3.42193
91.16300;135.00137;     -0.88831;3.42145
91.66300;134.98041;     -0.87547;3.42097
92.16300;134.95940;     -0.86003;3.42049
92.66300;134.93831;     -0.84200;3.42001
93.16300;134.91712;     -0.82105;3.41952
93.66300;134.89577;     -0.79678;3.41903
94.16300;134.87423;     -0.76923;3.41854
94.66300;134.85244;     -0.73712;3.41804
95.16300;134.83029;     -0.70045;3.41754
95.66300;134.80770;     -0.65923;3.41704
96.16300;134.78450;     -0.61269;3.41654
96.66300;134.76051;     -0.56040;3.41603
97.16300;134.73546;     -0.50208;3.41552
97.66300;134.70893;     -0.43722;3.41501
98.16300;134.68026;     -0.36430;3.41449
98.66300;134.64827;     -0.28249;3.41398
99.16300;134.61038;     -0.19183;3.41346
99.66300;134.55836;-9.128870e-02;3.41293

