#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PEG8000_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PEG8000
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:16.02.2024 12:03
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PEG8000
#SAMPLE MASS /mg:8,606
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:100°C/5.0(K/min)/25°C
#SEGMENT:S7/24
#SEG. 7:100°C/5.0(K/min)/25°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 65.52200;54.39615;     -0.18428;3.44224
 66.02200;54.29648;     -0.18508;3.44190
 66.52200;54.19682;     -0.18562;3.44156
 67.02200;54.09717;     -0.18555;3.44123
 67.52200;53.99754;     -0.18596;3.44088
 68.02200;53.89789;     -0.18639;3.44054
 68.52200;53.79820;     -0.18660;3.44019
 69.02200;53.69845;     -0.18695;3.43984
 69.52200;53.59862;     -0.18704;3.43948
 70.02200;53.49873;     -0.18720;3.43913
 70.52200;53.39880;     -0.18759;3.43877
 71.02200;53.29883;     -0.18786;3.43840
 71.52200;53.19884;     -0.18768;3.43804
 72.02200;53.09882;     -0.18839;3.43767
 72.52200;52.99879;     -0.18862;3.43730
 73.02200;52.89878;     -0.18890;3.43693
 73.52200;52.79880;     -0.18975;3.43655
 74.02200;52.69886;     -0.18998;3.43617
 74.52200;52.59893;     -0.19046;3.43579
 75.02200;52.49899;     -0.19115;3.43540
 75.52200;52.39903;     -0.19115;3.43501
 76.02200;52.29904;     -0.19150;3.43462
 76.52200;52.19903;     -0.19211;3.43423
 77.02200;52.09904;     -0.19224;3.43383
 77.52200;51.99906;     -0.19301;3.43343
 78.02200;51.89909;     -0.19324;3.43303
 78.52200;51.79912;     -0.19364;3.43263
 79.02200;51.69915;     -0.19406;3.43222
 79.52200;51.59920;     -0.19471;3.43181
 80.02200;51.49927;     -0.19495;3.43139
 80.52200;51.39937;     -0.19555;3.43098
 81.02200;51.29950;     -0.19614;3.43056
 81.52200;51.19971;     -0.19654;3.43014
 82.02200;51.09999;     -0.19747;3.42971
 82.52200;51.00035;     -0.19792;3.42929
 83.02200;50.90075;     -0.19902;3.42885
 83.52200;50.80118;     -0.19902;3.42842
 84.02200;50.70161;     -0.19913;3.42799
 84.52200;50.60205;     -0.19985;3.42755
 85.02200;50.50252;     -0.20086;3.42711
 85.52200;50.40303;     -0.20159;3.42666
 86.02200;50.30361;     -0.20196;3.42621
 86.52200;50.20429;     -0.20294;3.42576
 87.02200;50.10512;     -0.20439;3.42531
 87.52200;50.00613;     -0.20500;3.42486
 88.02200;49.90736;     -0.20648;3.42440
 88.52200;49.80882;     -0.20785;3.42394
 89.02200;49.71056;     -0.20928;3.42347
 89.52200;49.61263;     -0.21105;3.42300
 90.02200;49.51508;     -0.21243;3.42253
 90.52200;49.41798;     -0.21429;3.42206
 91.02200;49.32136;     -0.21599;3.42159
 91.52200;49.22530;     -0.21795;3.42111
 92.02200;49.12986;     -0.22098;3.42063
 92.52200;49.03518;     -0.22437;3.42014
 93.02200;48.94136;     -0.22762;3.41966
 93.52200;48.84853;     -0.23110;3.41917
 94.02200;48.75681;     -0.23519;3.41868
 94.52200;48.66628;     -0.23927;3.41818
 95.02200;48.57698;     -0.24341;3.41768
 95.52200;48.48889;     -0.24688;3.41718
 96.02200;48.40196;     -0.24977;3.41668
 96.52200;48.31599;     -0.25155;3.41617
 97.02200;48.23064;     -0.25062;3.41567
 97.52200;48.14521;     -0.24542;3.41515
 98.02200;48.05837;     -0.23340;3.41464
 98.52200;47.96746;     -0.20877;3.41412
 99.02200;47.86686;     -0.16508;3.41360
 99.52200;47.74567;-9.091125e-02;3.41308
100.02200;47.57450;-2.274382e-02;3.41256

