#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PEG8000_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PEG8000
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:16.02.2024 12:03
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PEG8000
#SAMPLE MASS /mg:8,606
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:100°C/17.0(K/min)/25°C
#SEGMENT:S19/24
#SEG. 19:100°C/17.0(K/min)/25°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
40.62500;119.74773;     -1.82775;3.45525
41.12500;119.71831;     -1.47048;3.45506
41.62500;119.68891;     -1.18691;3.45487
42.12500;119.65953;     -0.97426;3.45467
42.62500;119.63018;     -0.82482;3.45447
43.12500;119.60083;     -0.72768;3.45427
43.62500;119.57151;     -0.66870;3.45406
44.12500;119.54219;     -0.63340;3.45385
44.62500;119.51288;     -0.61314;3.45364
45.12500;119.48357;     -0.60332;3.45343
45.62500;119.45426;     -0.59882;3.45321
46.12500;119.42496;     -0.59761;3.45299
46.62500;119.39567;     -0.59711;3.45277
47.12500;119.36637;     -0.59749;3.45254
47.62500;119.33708;     -0.59871;3.45231
48.12500;119.30778;     -0.59924;3.45208
48.62500;119.27848;     -0.60045;3.45185
49.12500;119.24918;     -0.60154;3.45161
49.62500;119.21989;     -0.60194;3.45137
50.12500;119.19061;     -0.60272;3.45113
50.62500;119.16134;     -0.60385;3.45088
51.12500;119.13208;     -0.60475;3.45063
51.62500;119.10282;     -0.60509;3.45038
52.12500;119.07357;     -0.60614;3.45012
52.62500;119.04433;     -0.60683;3.44987
53.12500;119.01509;     -0.60789;3.44961
53.62500;118.98586;     -0.60872;3.44934
54.12500;118.95663;     -0.60993;3.44908
54.62500;118.92740;     -0.61051;3.44881
55.12500;118.89818;     -0.61128;3.44854
55.62500;118.86896;     -0.61244;3.44826
56.12500;118.83975;     -0.61344;3.44798
56.62500;118.81055;     -0.61437;3.44770
57.12500;118.78136;     -0.61580;3.44742
57.62500;118.75217;     -0.61703;3.44713
58.12500;118.72300;     -0.61772;3.44684
58.62500;118.69383;     -0.61914;3.44655
59.12500;118.66468;     -0.62006;3.44626
59.62500;118.63553;     -0.62128;3.44596
60.12500;118.60640;     -0.62273;3.44566
60.62500;118.57728;     -0.62411;3.44536
61.12500;118.54817;     -0.62542;3.44505
61.62500;118.51908;     -0.62646;3.44474
62.12500;118.49001;     -0.62803;3.44443
62.62500;118.46096;     -0.62948;3.44412
63.12500;118.43193;     -0.63117;3.44380
63.62500;118.40292;     -0.63252;3.44348
64.12500;118.37394;     -0.63419;3.44315
64.62500;118.34498;     -0.63578;3.44283
65.12500;118.31605;     -0.63790;3.44250
65.62500;118.28714;     -0.63965;3.44217
66.12500;118.25827;     -0.64122;3.44183
66.62500;118.22943;     -0.64344;3.44150
67.12500;118.20064;     -0.64538;3.44115
67.62500;118.17188;     -0.64759;3.44081
68.12500;118.14316;     -0.65003;3.44047
68.62500;118.11449;     -0.65210;3.44012
69.12500;118.08585;     -0.65500;3.43976
69.62500;118.05725;     -0.65704;3.43941
70.12500;118.02871;     -0.65944;3.43905
70.62500;118.00022;     -0.66239;3.43869
71.12500;117.97178;     -0.66541;3.43833
71.62500;117.94341;     -0.66811;3.43796
72.12500;117.91509;     -0.67069;3.43759
72.62500;117.88683;     -0.67435;3.43722
73.12500;117.85864;     -0.67755;3.43685
73.62500;117.83052;     -0.68058;3.43647
74.12500;117.80247;     -0.68377;3.43609
74.62500;117.77450;     -0.68757;3.43571
75.12500;117.74662;     -0.69098;3.43532
75.62500;117.71882;     -0.69478;3.43493
76.12500;117.69111;     -0.69879;3.43454
76.62500;117.66349;     -0.70299;3.43415
77.12500;117.63596;     -0.70691;3.43375
77.62500;117.60853;     -0.71118;3.43335
78.12500;117.58120;     -0.71540;3.43295
78.62500;117.55397;     -0.71936;3.43254
79.12500;117.52685;     -0.72359;3.43213
79.62500;117.49984;     -0.72850;3.43172
80.12500;117.47293;     -0.73263;3.43131
80.62500;117.44614;     -0.73712;3.43089
81.12500;117.41946;     -0.74197;3.43047
81.62500;117.39289;     -0.74666;3.43005
82.12500;117.36644;     -0.75132;3.42962
82.62500;117.34011;     -0.75561;3.42920
83.12500;117.31390;     -0.75989;3.42877
83.62500;117.28780;     -0.76485;3.42833
84.12500;117.26182;     -0.76938;3.42790
84.62500;117.23596;     -0.77319;3.42746
85.12500;117.21022;     -0.77753;3.42701
85.62500;117.18460;     -0.78097;3.42657
86.12500;117.15909;     -0.78473;3.42612
86.62500;117.13369;     -0.78758;3.42567
87.12500;117.10840;     -0.79040;3.42522
87.62500;117.08322;     -0.79206;3.42476
88.12500;117.05814;     -0.79321;3.42430
88.62500;117.03315;     -0.79382;3.42384
89.12500;117.00826;     -0.79333;3.42338
89.62500;116.98343;     -0.79217;3.42291
90.12500;116.95867;     -0.78948;3.42244
90.62500;116.93395;     -0.78605;3.42196
91.12500;116.90926;     -0.78020;3.42149
91.62500;116.88458;     -0.77305;3.42101
92.12500;116.85989;     -0.76333;3.42053
92.62500;116.83517;     -0.75194;3.42004
93.12500;116.81037;     -0.73816;3.41956
93.62500;116.78545;     -0.72112;3.41907
94.12500;116.76036;     -0.70054;3.41858
94.62500;116.73504;     -0.67610;3.41808
95.12500;116.70941;     -0.64801;3.41758
95.62500;116.68336;     -0.61549;3.41708
96.12500;116.65676;     -0.57711;3.41658
96.62500;116.62941;     -0.53295;3.41607
97.12500;116.60103;     -0.48206;3.41556
97.62500;116.57118;     -0.42297;3.41505
98.12500;116.53916;     -0.35585;3.41453
98.62500;116.50370;     -0.27933;3.41402
99.12500;116.46207;     -0.19208;3.41350
99.62500;116.40585;-9.351352e-02;3.41297

