#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PEG8000_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PEG8000
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:16.02.2024 12:03
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PEG8000
#SAMPLE MASS /mg:8,606
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:100°C/10.0(K/min)/25°C
#SEGMENT:S11/24
#SEG. 11:100°C/10.0(K/min)/25°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 55.55200;80.69779;     -0.35480;3.44830
 56.05200;80.64784;     -0.35566;3.44802
 56.55200;80.59790;     -0.35612;3.44774
 57.05200;80.54798;     -0.35681;3.44746
 57.55200;80.49806;     -0.35716;3.44718
 58.05200;80.44815;     -0.35720;3.44689
 58.55200;80.39822;     -0.35806;3.44660
 59.05200;80.34827;     -0.35837;3.44630
 59.55200;80.29831;     -0.35879;3.44600
 60.05200;80.24835;     -0.35919;3.44570
 60.55200;80.19838;     -0.36003;3.44540
 61.05200;80.14843;     -0.36051;3.44510
 61.55200;80.09850;     -0.36107;3.44479
 62.05200;80.04857;     -0.36172;3.44448
 62.55200;79.99864;     -0.36248;3.44416
 63.05200;79.94872;     -0.36318;3.44384
 63.55200;79.89879;     -0.36346;3.44352
 64.05200;79.84888;     -0.36403;3.44320
 64.55200;79.79898;     -0.36523;3.44288
 65.05200;79.74909;     -0.36549;3.44255
 65.55200;79.69922;     -0.36607;3.44222
 66.05200;79.64936;     -0.36686;3.44188
 66.55200;79.59951;     -0.36705;3.44154
 67.05200;79.54968;     -0.36812;3.44120
 67.55200;79.49985;     -0.36892;3.44086
 68.05200;79.45003;     -0.36950;3.44052
 68.55200;79.40023;     -0.37052;3.44017
 69.05200;79.35043;     -0.37126;3.43982
 69.55200;79.30067;     -0.37220;3.43946
 70.05200;79.25095;     -0.37260;3.43910
 70.55200;79.20126;     -0.37412;3.43875
 71.05200;79.15161;     -0.37507;3.43838
 71.55200;79.10200;     -0.37586;3.43802
 72.05200;79.05241;     -0.37661;3.43765
 72.55200;79.00285;     -0.37761;3.43728
 73.05200;78.95332;     -0.37837;3.43690
 73.55200;78.90381;     -0.37906;3.43653
 74.05200;78.85432;     -0.37992;3.43615
 74.55200;78.80484;     -0.38057;3.43576
 75.05200;78.75537;     -0.38150;3.43538
 75.55200;78.70593;     -0.38269;3.43499
 76.05200;78.65651;     -0.38379;3.43460
 76.55200;78.60712;     -0.38435;3.43421
 77.05200;78.55777;     -0.38568;3.43381
 77.55200;78.50845;     -0.38676;3.43341
 78.05200;78.45917;     -0.38805;3.43301
 78.55200;78.40994;     -0.38951;3.43260
 79.05200;78.36076;     -0.39065;3.43219
 79.55200;78.31163;     -0.39171;3.43178
 80.05200;78.26256;     -0.39392;3.43137
 80.55200;78.21358;     -0.39570;3.43095
 81.05200;78.16470;     -0.39749;3.43053
 81.55200;78.11593;     -0.39994;3.43011
 82.05200;78.06731;     -0.40205;3.42969
 82.55200;78.01883;     -0.40464;3.42926
 83.05200;77.97053;     -0.40768;3.42883
 83.55200;77.92242;     -0.41059;3.42840
 84.05200;77.87451;     -0.41342;3.42796
 84.55200;77.82683;     -0.41676;3.42752
 85.05200;77.77938;     -0.41997;3.42708
 85.55200;77.73218;     -0.42348;3.42663
 86.05200;77.68525;     -0.42731;3.42619
 86.55200;77.63860;     -0.43126;3.42574
 87.05200;77.59222;     -0.43497;3.42528
 87.55200;77.54614;     -0.43943;3.42483
 88.05200;77.50035;     -0.44331;3.42437
 88.55200;77.45487;     -0.44724;3.42391
 89.05200;77.40970;     -0.45173;3.42344
 89.55200;77.36485;     -0.45630;3.42298
 90.05200;77.32033;     -0.46039;3.42251
 90.55200;77.27615;     -0.46485;3.42203
 91.05200;77.23229;     -0.46813;3.42156
 91.55200;77.18875;     -0.47132;3.42108
 92.05200;77.14552;     -0.47474;3.42060
 92.55200;77.10257;     -0.47667;3.42012
 93.05200;77.05990;     -0.47805;3.41963
 93.55200;77.01745;     -0.47729;3.41914
 94.05200;76.97520;     -0.47582;3.41865
 94.55200;76.93306;     -0.47128;3.41815
 95.05200;76.89096;     -0.46456;3.41765
 95.55200;76.84877;     -0.45402;3.41715
 96.05200;76.80632;     -0.43969;3.41665
 96.55200;76.76337;     -0.41949;3.41614
 97.05200;76.71957;     -0.39297;3.41564
 97.55200;76.67436;     -0.35807;3.41512
 98.05200;76.62686;     -0.31481;3.41461
 98.55200;76.57548;     -0.25842;3.41409
 99.05200;76.51686;     -0.18860;3.41357
 99.55200;76.44120;-9.880568e-02;3.41305
100.05200;76.29078;-2.128869e-02;3.41252

