#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PBS_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PBS
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:15.02.2024 11:16
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PBS
#SAMPLE MASS /mg:17,842
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:140°C/15.0(K/min)/50°C
#SEGMENT:S15/24
#SEG. 15:140°C/15.0(K/min)/50°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 50.07700;117.24500;     -0.56964;3.45115
 50.57700;117.21152;     -0.57207;3.45090
 51.07700;117.17807;     -0.57481;3.45065
 51.57700;117.14461;     -0.57786;3.45040
 52.07700;117.11114;     -0.58054;3.45015
 52.57700;117.07768;     -0.58390;3.44989
 53.07700;117.04422;     -0.58710;3.44963
 53.57700;117.01078;     -0.59029;3.44937
 54.07700;116.97733;     -0.59406;3.44910
 54.57700;116.94390;     -0.59806;3.44883
 55.07700;116.91046;     -0.60253;3.44856
 55.57700;116.87703;     -0.60753;3.44829
 56.07700;116.84361;     -0.61269;3.44801
 56.57700;116.81019;     -0.61837;3.44773
 57.07700;116.77679;     -0.62482;3.44745
 57.57700;116.74340;     -0.63237;3.44716
 58.07700;116.71001;     -0.64094;3.44687
 58.57700;116.67664;     -0.65051;3.44658
 59.07700;116.64327;     -0.66190;3.44629
 59.57700;116.60990;     -0.67460;3.44599
 60.07700;116.57654;     -0.68912;3.44569
 60.57700;116.54318;     -0.70746;3.44539
 61.07700;116.50983;     -0.72609;3.44508
 61.57700;116.47649;     -0.75058;3.44477
 62.07700;116.44316;     -0.77887;3.44446
 62.57700;116.40984;     -0.81264;3.44415
 63.07700;116.37652;     -0.85267;3.44383
 63.57700;116.34321;     -0.89938;3.44351
 64.07700;116.30991;     -0.95474;3.44319
 64.57700;116.27661;     -1.01983;3.44286
 65.07700;116.24333;     -1.09661;3.44253
 65.57700;116.21005;     -1.18448;3.44220
 66.07700;116.17679;     -1.28391;3.44186
 66.57700;116.14354;     -1.39216;3.44153
 67.07700;116.11029;     -1.50881;3.44119
 67.57700;116.07704;     -1.63069;3.44084
 68.07700;116.04379;     -1.75217;3.44050
 68.57700;116.01055;     -1.87035;3.44015
 69.07700;115.97730;     -1.98141;3.43980
 69.57700;115.94404;     -2.08298;3.43944
 70.07700;115.91078;     -2.17151;3.43909
 70.57700;115.87750;     -2.24380;3.43873
 71.07700;115.84422;     -2.29719;3.43836
 71.57700;115.81093;     -2.32970;3.43800
 72.07700;115.77763;     -2.34036;3.43763
 72.57700;115.74432;     -2.32799;3.43726
 73.07700;115.71099;     -2.29322;3.43688
 73.57700;115.67765;     -2.23718;3.43651
 74.07700;115.64430;     -2.16188;3.43613
 74.57700;115.61094;     -2.07027;3.43575
 75.07700;115.57757;     -1.96532;3.43536
 75.57700;115.54420;     -1.85027;3.43497
 76.07700;115.51084;     -1.72884;3.43458
 76.57700;115.47747;     -1.60502;3.43419
 77.07700;115.44411;     -1.48200;3.43379
 77.57700;115.41077;     -1.36268;3.43339
 78.07700;115.37743;     -1.24944;3.43299
 78.57700;115.34410;     -1.14471;3.43258
 79.07700;115.31079;     -1.04906;3.43217
 79.57700;115.27749;     -0.96352;3.43176
 80.07700;115.24420;     -0.88893;3.43135
 80.57700;115.21093;     -0.82481;3.43093
 81.07700;115.17767;     -0.77055;3.43051
 81.57700;115.14443;     -0.72548;3.43009
 82.07700;115.11119;     -0.68844;3.42967
 82.57700;115.07796;     -0.65916;3.42924
 83.07700;115.04475;     -0.63546;3.42881
 83.57700;115.01155;     -0.61729;3.42837
 84.07700;114.97836;     -0.60360;3.42794
 84.57700;114.94518;     -0.59307;3.42750
 85.07700;114.91201;     -0.58549;3.42706
 85.57700;114.87884;     -0.58004;3.42661
 86.07700;114.84569;     -0.57612;3.42616
 86.57700;114.81254;     -0.57326;3.42571
 87.07700;114.77940;     -0.57172;3.42526
 87.57700;114.74627;     -0.57072;3.42481
 88.07700;114.71314;     -0.57020;3.42435
 88.57700;114.68000;     -0.57028;3.42388
 89.07700;114.64687;     -0.57056;3.42342
 89.57700;114.61374;     -0.57079;3.42295
 90.07700;114.58061;     -0.57157;3.42248
 90.57700;114.54748;     -0.57223;3.42201
 91.07700;114.51436;     -0.57260;3.42153
 91.57700;114.48125;     -0.57320;3.42106
 92.07700;114.44814;     -0.57396;3.42058
 92.57700;114.41502;     -0.57460;3.42009
 93.07700;114.38191;     -0.57546;3.41960
 93.57700;114.34879;     -0.57578;3.41911
 94.07700;114.31568;     -0.57668;3.41862
 94.57700;114.28258;     -0.57720;3.41813
 95.07700;114.24949;     -0.57761;3.41763
 95.57700;114.21641;     -0.57854;3.41713
 96.07700;114.18334;     -0.57926;3.41663
 96.57700;114.15027;     -0.57990;3.41612
 97.07700;114.11721;     -0.58044;3.41561
 97.57700;114.08413;     -0.58096;3.41510
 98.07700;114.05107;     -0.58165;3.41458
 98.57700;114.01801;     -0.58243;3.41407
 99.07700;113.98494;     -0.58325;3.41355
 99.57700;113.95188;     -0.58404;3.41302
100.07700;113.91882;     -0.58494;3.41250
100.57700;113.88576;     -0.58534;3.41197
101.07700;113.85272;     -0.58625;3.41144
101.57700;113.81968;     -0.58692;3.41090
102.07700;113.78665;     -0.58805;3.41037
102.57700;113.75363;     -0.58894;3.40983
103.07700;113.72061;     -0.58986;3.40928
103.57700;113.68760;     -0.59091;3.40874
104.07700;113.65460;     -0.59189;3.40819
104.57700;113.62162;     -0.59277;3.40764
105.07700;113.58865;     -0.59409;3.40709
105.57700;113.55570;     -0.59511;3.40653
106.07700;113.52278;     -0.59603;3.40597
106.57700;113.48989;     -0.59743;3.40541
107.07700;113.45702;     -0.59884;3.40485
107.57700;113.42417;     -0.60009;3.40428
108.07700;113.39136;     -0.60172;3.40371
108.57700;113.35856;     -0.60285;3.40314
109.07700;113.32580;     -0.60445;3.40256
109.57700;113.29307;     -0.60587;3.40198
110.07700;113.26038;     -0.60756;3.40140
110.57700;113.22772;     -0.60934;3.40082
111.07700;113.19511;     -0.61153;3.40023
111.57700;113.16255;     -0.61297;3.39964
112.07700;113.13003;     -0.61520;3.39905
112.57700;113.09756;     -0.61724;3.39845
113.07700;113.06515;     -0.61916;3.39786
113.57700;113.03281;     -0.62145;3.39726
114.07700;113.00052;     -0.62377;3.39665
114.57700;112.96830;     -0.62633;3.39605
115.07700;112.93616;     -0.62873;3.39544
115.57700;112.90410;     -0.63144;3.39483
116.07700;112.87212;     -0.63382;3.39421
116.57700;112.84022;     -0.63655;3.39360
117.07700;112.80841;     -0.63933;3.39298
117.57700;112.77669;     -0.64252;3.39236
118.07700;112.74506;     -0.64549;3.39173
118.57700;112.71353;     -0.64869;3.39110
119.07700;112.68211;     -0.65195;3.39047
119.57700;112.65079;     -0.65524;3.38984
120.07700;112.61957;     -0.65829;3.38920
120.57700;112.58846;     -0.66183;3.38857
121.07700;112.55747;     -0.66537;3.38792
121.57700;112.52660;     -0.66882;3.38728
122.07700;112.49585;     -0.67269;3.38663
122.57700;112.46525;     -0.67607;3.38598
123.07700;112.43479;     -0.67962;3.38533
123.57700;112.40447;     -0.68309;3.38468
124.07700;112.37430;     -0.68619;3.38402
124.57700;112.34428;     -0.68928;3.38336
125.07700;112.31442;     -0.69208;3.38270
125.57700;112.28470;     -0.69470;3.38203
126.07700;112.25514;     -0.69694;3.38136
126.57700;112.22573;     -0.69856;3.38069
127.07700;112.19647;     -0.70005;3.38002
127.57700;112.16736;     -0.70063;3.37934
128.07700;112.13839;     -0.70056;3.37866
128.57700;112.10957;     -0.69966;3.37798
129.07700;112.08088;     -0.69785;3.37730
129.57700;112.05232;     -0.69485;3.37661
130.07700;112.02388;     -0.69072;3.37592
130.57700;111.99556;     -0.68506;3.37523
131.07700;111.96734;     -0.67785;3.37453
131.57700;111.93919;     -0.66893;3.37383
132.07700;111.91111;     -0.65761;3.37313
132.57700;111.88306;     -0.64393;3.37243
133.07700;111.85500;     -0.62805;3.37172
133.57700;111.82690;     -0.60877;3.37101
134.07700;111.79870;     -0.58672;3.37030
134.57700;111.77034;     -0.56104;3.36959
135.07700;111.74172;     -0.53197;3.36887
135.57700;111.71272;     -0.49890;3.36815
136.07700;111.68321;     -0.46135;3.36743
136.57700;111.65298;     -0.41919;3.36671
137.07700;111.62175;     -0.37200;3.36598
137.57700;111.58909;     -0.31971;3.36525
138.07700;111.55431;     -0.26179;3.36452
138.57700;111.51613;     -0.19886;3.36378
139.07700;111.47176;     -0.13202;3.36304
139.57700;111.41273;-6.418827e-02;3.36230

