#EXPORTTYPE:DATA SINGLE
#FILE:2024-02-15_Неизотермическая кристаллизация PBS_25-140_3-5-10-15-17-20Kmin_50mlmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:PBS
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:15.02.2024 11:16
#CORR. FILE:
#TEMPCAL:06-12-2021 13:53
#SENSITIVITY:06-12-2021 13:52
#LABORATORY:
#OPERATOR:SitnikovaV
#REMARK:
#SAMPLE:PBS
#SAMPLE MASS /mg:17,842
#MATERIAL:polymer
#REFERENCE:ПВС порошок
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#PURGE 1 MFC:OXYGEN,252,5 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:NITROGEN,250,0 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:140°C/5.0(K/min)/50°C
#SEGMENT:S7/24
#SEG. 7:140°C/5.0(K/min)/50°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
 64.52700;70.34562;     -0.20566;3.44289
 65.02700;70.24592;     -0.20639;3.44256
 65.52700;70.14629;     -0.20731;3.44223
 66.02700;70.04669;     -0.20809;3.44190
 66.52700;69.94712;     -0.20862;3.44156
 67.02700;69.84751;     -0.20943;3.44122
 67.52700;69.74780;     -0.21003;3.44088
 68.02700;69.64793;     -0.21077;3.44053
 68.52700;69.54786;     -0.21165;3.44018
 69.02700;69.44761;     -0.21253;3.43983
 69.52700;69.34726;     -0.21379;3.43948
 70.02700;69.24687;     -0.21548;3.43912
 70.52700;69.14655;     -0.21670;3.43876
 71.02700;69.04633;     -0.21823;3.43840
 71.52700;68.94620;     -0.21984;3.43804
 72.02700;68.84613;     -0.22160;3.43767
 72.52700;68.74604;     -0.22345;3.43730
 73.02700;68.64587;     -0.22622;3.43692
 73.52700;68.54563;     -0.22942;3.43655
 74.02700;68.44533;     -0.23365;3.43617
 74.52700;68.34502;     -0.23933;3.43578
 75.02700;68.24474;     -0.24607;3.43540
 75.52700;68.14452;     -0.25671;3.43501
 76.02700;68.04435;     -0.27305;3.43462
 76.52700;67.94422;     -0.29862;3.43423
 77.02700;67.84415;     -0.33842;3.43383
 77.52700;67.74413;     -0.39677;3.43343
 78.02700;67.64419;     -0.47654;3.43303
 78.52700;67.54432;     -0.57587;3.43262
 79.02700;67.44452;     -0.68734;3.43221
 79.52700;67.34475;     -0.80177;3.43180
 80.02700;67.24494;     -0.91024;3.43139
 80.52700;67.14503;     -1.00259;3.43097
 81.02700;67.04501;     -1.07267;3.43056
 81.52700;66.94489;     -1.11649;3.43013
 82.02700;66.84475;     -1.13100;3.42971
 82.52700;66.74464;     -1.11923;3.42928
 83.02700;66.64462;     -1.08272;3.42885
 83.52700;66.54468;     -1.02556;3.42842
 84.02700;66.44478;     -0.95286;3.42798
 84.52700;66.34488;     -0.87000;3.42754
 85.02700;66.24495;     -0.78187;3.42710
 85.52700;66.14497;     -0.69300;3.42666
 86.02700;66.04499;     -0.60753;3.42621
 86.52700;65.94500;     -0.52866;3.42576
 87.02700;65.84500;     -0.45785;3.42531
 87.52700;65.74499;     -0.39681;3.42485
 88.02700;65.64493;     -0.34600;3.42439
 88.52700;65.54482;     -0.30512;3.42393
 89.02700;65.44466;     -0.27323;3.42347
 89.52700;65.34446;     -0.24909;3.42300
 90.02700;65.24424;     -0.23130;3.42253
 90.52700;65.14401;     -0.21818;3.42206
 91.02700;65.04377;     -0.20915;3.42158
 91.52700;64.94348;     -0.20263;3.42110
 92.02700;64.84315;     -0.19891;3.42062
 92.52700;64.74278;     -0.19647;3.42014
 93.02700;64.64239;     -0.19535;3.41965
 93.52700;64.54203;     -0.19479;3.41916
 94.02700;64.44172;     -0.19481;3.41867
 94.52700;64.34146;     -0.19503;3.41818
 95.02700;64.24125;     -0.19501;3.41768
 95.52700;64.14105;     -0.19537;3.41718
 96.02700;64.04086;     -0.19544;3.41668
 96.52700;63.94067;     -0.19580;3.41617
 97.02700;63.84049;     -0.19617;3.41566
 97.52700;63.74032;     -0.19668;3.41515
 98.02700;63.64020;     -0.19715;3.41463
 98.52700;63.54016;     -0.19779;3.41412
 99.02700;63.44022;     -0.19828;3.41360
 99.52700;63.34038;     -0.19865;3.41308
100.02700;63.24062;     -0.19899;3.41255
100.52700;63.14093;     -0.19934;3.41202
101.02700;63.04128;     -0.19959;3.41149
101.52700;62.94164;     -0.19987;3.41096
102.02700;62.84201;     -0.20013;3.41042
102.52700;62.74234;     -0.20025;3.40988
103.02700;62.64263;     -0.20062;3.40934
103.52700;62.54290;     -0.20068;3.40879
104.02700;62.44316;     -0.20109;3.40825
104.52700;62.34344;     -0.20140;3.40770
105.02700;62.24371;     -0.20150;3.40714
105.52700;62.14394;     -0.20154;3.40659
106.02700;62.04409;     -0.20178;3.40603
106.52700;61.94414;     -0.20188;3.40547
107.02700;61.84411;     -0.20202;3.40490
107.52700;61.74400;     -0.20213;3.40434
108.02700;61.64383;     -0.20237;3.40377
108.52700;61.54359;     -0.20243;3.40319
109.02700;61.44329;     -0.20269;3.40262
109.52700;61.34294;     -0.20305;3.40204
110.02700;61.24257;     -0.20348;3.40146
110.52700;61.14221;     -0.20393;3.40088
111.02700;61.04191;     -0.20423;3.40029
111.52700;60.94166;     -0.20465;3.39970
112.02700;60.84147;     -0.20496;3.39911
112.52700;60.74132;     -0.20550;3.39851
113.02700;60.64120;     -0.20576;3.39792
113.52700;60.54116;     -0.20646;3.39732
114.02700;60.44121;     -0.20694;3.39671
114.52700;60.34139;     -0.20759;3.39611
115.02700;60.24173;     -0.20814;3.39550
115.52700;60.14223;     -0.20860;3.39489
116.02700;60.04288;     -0.20942;3.39428
116.52700;59.94366;     -0.20968;3.39366
117.02700;59.84452;     -0.21016;3.39304
117.52700;59.74543;     -0.21017;3.39242
118.02700;59.64634;     -0.21014;3.39179
118.52700;59.54718;     -0.21009;3.39117
119.02700;59.44792;     -0.21004;3.39054
119.52700;59.34850;     -0.20993;3.38990
120.02700;59.24888;     -0.20984;3.38927
120.52700;59.14906;     -0.20977;3.38863
121.02700;59.04906;     -0.20994;3.38799
121.52700;58.94892;     -0.21045;3.38735
122.02700;58.84871;     -0.21099;3.38670
122.52700;58.74855;     -0.21170;3.38605
123.02700;58.64851;     -0.21267;3.38540
123.52700;58.54868;     -0.21328;3.38474
124.02700;58.44909;     -0.21390;3.38409
124.52700;58.34973;     -0.21444;3.38343
125.02700;58.25057;     -0.21503;3.38276
125.52700;58.15159;     -0.21568;3.38210
126.02700;58.05279;     -0.21660;3.38143
126.52700;57.95419;     -0.21738;3.38076
127.02700;57.85581;     -0.21837;3.38009
127.52700;57.75766;     -0.21909;3.37941
128.02700;57.65975;     -0.22006;3.37873
128.52700;57.56207;     -0.22092;3.37805
129.02700;57.46465;     -0.22188;3.37737
129.52700;57.36750;     -0.22275;3.37668
130.02700;57.27062;     -0.22346;3.37599
130.52700;57.17402;     -0.22420;3.37530
131.02700;57.07765;     -0.22500;3.37460
131.52700;56.98149;     -0.22624;3.37390
132.02700;56.88558;     -0.22783;3.37320
132.52700;56.79004;     -0.23009;3.37250
133.02700;56.69505;     -0.23273;3.37179
133.52700;56.60086;     -0.23577;3.37109
134.02700;56.50769;     -0.23892;3.37037
134.52700;56.41570;     -0.24208;3.36966
135.02700;56.32498;     -0.24444;3.36894
135.52700;56.23555;     -0.24631;3.36823
136.02700;56.14738;     -0.24640;3.36750
136.52700;56.06032;     -0.24441;3.36678
137.02700;55.97404;     -0.23856;3.36605
137.52700;55.88789;     -0.22693;3.36532
138.02700;55.80054;     -0.20698;3.36459
138.52700;55.70921;     -0.17463;3.36385
139.02700;55.60828;     -0.12639;3.36312
139.52700;55.48627;-6.185025e-02;3.36238
140.02700;55.31087;-2.230781e-02;3.36163

